AM831,2024-03-31,2024-03-31,0000007
AM929,2024-03-31,2024-03-31,0000007
AM646,2024-03-31,2024-03-31,0000007
AM835,2024-03-31,2024-03-31,0000007
AM504,2024-03-31,2024-03-31,0000007
AM2533,2024-03-31,2024-03-31,0000007
AM2049,2024-03-31,2024-03-31,0000007
AM647,2024-03-31,2024-03-31,0000007
AM2635,2024-03-31,2024-03-31,0000007
AM939,2024-03-31,2024-03-31,0000007
KL741,2024-03-31,2024-03-31,0000007
KL1972,2024-03-31,2024-03-31,0000007
KL1190,2024-03-31,2024-03-31,0000007
DL325,2024-03-31,2024-03-31,0000007
AF959,2024-03-30,2024-03-30,0000060
KL1426,2024-03-31,2024-03-31,0000007
KL1254,2024-03-31,2024-03-31,0000007
AF9437,2024-03-31,2024-03-31,0000007
AF929,2024-03-31,2024-03-31,0000007
DL520,2024-03-31,2024-03-31,0000007
AF1534,2024-03-31,2024-03-31,0000007
AF1735,2024-03-31,2024-03-31,0000007
DL753,2024-03-31,2024-03-31,0000007
KL8120,2024-03-31,2024-03-31,0000007
KL1253,2024-03-31,2024-03-31,0000007
DL845,2024-03-31,2024-03-31,0000007
DL845,2024-03-31,2024-03-31,0000007
KL1180,2024-03-31,2024-03-31,0000007
KL1040,2024-03-31,2024-03-31,0000007
KL1310,2024-03-31,2024-03-31,0000007
DL966,2024-03-31,2024-03-31,0000007
VN787,2024-03-31,2024-03-31,0000007
DL2656,2024-03-31,2024-03-31,0000007
AF453,2024-03-31,2024-03-31,0000007
AF6111,2024-03-31,2024-03-31,0000007
DL2257,2024-03-30,2024-03-30,0000060
DL269,2024-03-30,2024-03-30,0000060
DL101,2024-03-30,2024-03-30,0000060
KL1708,2024-03-31,2024-03-31,0000007
AF1140,2024-03-31,2024-03-31,0000007
AF1125,2024-03-31,2024-03-31,0000007
AF1141,2024-03-31,2024-03-31,0000007
AF1749,2024-03-31,2024-03-31,0000007
AF1754,2024-03-31,2024-03-31,0000007
AF6214,2024-03-31,2024-03-31,0000007
KL926,2024-03-31,2024-03-31,0000007
AF179,2024-03-30,2024-03-30,0000060
KL922,2024-03-31,2024-03-31,0000007
AF6231,2024-03-31,2024-03-31,0000007
AF7400,2024-03-31,2024-03-31,0000007
AF7401,2024-03-31,2024-03-31,0000007
DL898,2024-03-31,2024-03-31,0000007
AF9418,2024-03-31,2024-03-31,0000007
AF9419,2024-03-31,2024-03-31,0000007
KL1440,2024-03-31,2024-03-31,0000007
AF253,2024-03-31,2024-03-31,0000007
AF136,2024-03-31,2024-03-31,0000007
KL672,2024-03-31,2024-03-31,0000007
KL693,2024-03-31,2024-03-31,0000007
KL876,2024-03-31,2024-03-31,0000007
KL622,2024-03-30,2024-03-30,0000060
DL842,2024-03-31,2024-03-31,0000007
AF7485,2024-03-31,2024-03-31,0000007
DL2656,2024-03-31,2024-03-31,0000007
DL767,2024-03-31,2024-03-31,0000007
KL1971,2024-03-31,2024-03-31,0000007
KL1942,2024-03-31,2024-03-31,0000007
KL1764,2024-03-31,2024-03-31,0000007
KL1184,2024-03-31,2024-03-31,0000007
DL856,2024-03-31,2024-03-31,0000007
DL856,2024-03-31,2024-03-31,0000007
CM879,2024-03-31,2024-03-31,0000007
KL1530,2024-03-31,2024-03-31,0000007
KL1580,2024-03-31,2024-03-31,0000007
AF1105,2024-03-31,2024-03-31,0000007
AF1746,2024-03-31,2024-03-31,0000007
AF7338,2024-03-31,2024-03-31,0000007
AF7339,2024-03-31,2024-03-31,0000007
AF1123,2024-03-31,2024-03-31,0000007
AY537,2024-03-31,2024-03-31,0000007
AF1174,2024-03-31,2024-03-31,0000007
AF687,2024-03-30,2024-03-30,0000060
AF564,2024-03-31,2024-03-31,0000007
AF935,2024-04-01,2024-04-01,1000000
AF181,2024-03-31,2024-03-31,0000007
MH148,2024-03-31,2024-03-31,0000007
AT761,2024-03-31,2024-03-31,0000007
AF007,2024-03-30,2024-03-30,0000060
DL996,2024-03-31,2024-03-31,0000007
AF1559,2024-03-31,2024-03-31,0000007
AF1005,2024-03-31,2024-03-31,0000007
AF1578,2024-03-31,2024-03-31,0000007
AF1579,2024-03-31,2024-03-31,0000007
AF1641,2024-03-31,2024-03-31,0000007
AF1814,2024-03-31,2024-03-31,0000007
AF1077,2024-03-31,2024-03-31,0000007
AF6230,2024-03-31,2024-03-31,0000007
AF423,2024-03-30,2024-03-30,0000060
CM108,2024-03-31,2024-03-31,0000007
KL888,2024-03-31,2024-03-31,0000007
AF1726,2024-03-31,2024-03-31,0000007
AF1738,2024-03-31,2024-03-31,0000007
AF1739,2024-03-31,2024-03-31,0000007
AF1755,2024-03-31,2024-03-31,0000007
AF6207,2024-03-31,2024-03-31,0000007
AF6001,2024-03-31,2024-03-31,0000007
AF6104,2024-03-31,2024-03-31,0000007
AF6202,2024-03-31,2024-03-31,0000007
AF6115,2024-03-31,2024-03-31,0000007
AF7461,2024-03-31,2024-03-31,0000007
DL501,2024-03-31,2024-03-31,0000007
AY535,2024-03-31,2024-03-31,0000007
AY322,2024-03-31,2024-03-31,0000007
DL671,2024-03-31,2024-03-31,0000007
DL671,2024-03-31,2024-03-31,0000007
AF1205,2024-03-31,2024-03-31,0000007
AF6222,2024-03-31,2024-03-31,0000007
AF6223,2024-03-31,2024-03-31,0000007
AF7460,2024-03-31,2024-03-31,0000007
DL516,2024-03-31,2024-03-31,0000007
AT760,2024-03-31,2024-03-31,0000007
DL036,2024-03-30,2024-03-30,0000060
DL742,2024-03-31,2024-03-31,0000007
AF659,2024-03-31,2024-03-31,0000007
DL670,2024-03-31,2024-03-31,0000007
AF191,2024-04-01,2024-04-01,1000000
KL1844,2024-03-31,2024-03-31,0000007
KL1843,2024-03-31,2024-03-31,0000007
DL301,2024-03-31,2024-03-31,0000007
AF1427,2024-03-31,2024-03-31,0000007
AF1747,2024-03-31,2024-03-31,0000007
AF1748,2024-03-31,2024-03-31,0000007
AF475,2024-03-30,2024-03-30,0000060
AF7367,2024-03-31,2024-03-31,0000007
AF7366,2024-03-31,2024-03-31,0000007
KL1570,2024-03-31,2024-03-31,0000007
AF1115,2024-03-31,2024-03-31,0000007
AF1101,2024-03-31,2024-03-31,0000007
KL1162,2024-03-31,2024-03-31,0000007
KL1982,2024-03-31,2024-03-31,0000007
KL1628,2024-03-31,2024-03-31,0000007
AF7436,2024-03-31,2024-03-31,0000007
AF7467,2024-03-31,2024-03-31,0000007
KL1328,2024-03-31,2024-03-31,0000007
KL1336,2024-03-31,2024-03-31,0000007
KL1448,2024-03-31,2024-03-31,0000007
KL1126,2024-03-31,2024-03-31,0000007
DL1585,2024-03-31,2024-03-31,0000007
DL1585,2024-03-31,2024-03-31,0000007
AF401,2024-03-31,2024-03-31,0000007
KL1372,2024-03-31,2024-03-31,0000007
AF406,2024-03-31,2024-03-31,0000007
AF1179,2024-03-31,2024-03-31,0000007
AF194,2024-03-31,2024-03-31,0000007
DL074,2024-03-30,2024-03-30,0000060
AF1063,2024-03-31,2024-03-31,0000007
AF1062,2024-03-31,2024-03-31,0000007
AF1178,2024-03-31,2024-03-31,0000007
KL1196,2024-03-31,2024-03-31,0000007
DL546,2024-03-30,2024-03-30,0000060
LY319,2024-03-31,2024-03-31,0000007
DL352,2024-03-31,2024-03-31,0000007
AF1146,2024-03-31,2024-03-31,0000007
AF1107,2024-03-31,2024-03-31,0000007
AF1265,2024-03-31,2024-03-31,0000007
AF1600,2024-03-31,2024-03-31,0000007
AF1104,2024-03-31,2024-03-31,0000007
AF1130,2024-03-31,2024-03-31,0000007
AF7466,2024-03-31,2024-03-31,0000007
AF347,2024-03-31,2024-03-31,0000007
DL1682,2024-03-31,2024-03-31,0000007
DL1682,2024-03-31,2024-03-31,0000007
AF069,2024-03-30,2024-03-30,0000060
AY539,2024-03-31,2024-03-31,0000007
DL738,2024-03-31,2024-03-31,0000007
KL1290,2024-03-31,2024-03-31,0000007
KL1760,2024-03-31,2024-03-31,0000007
AF818,2024-03-31,2024-03-31,0000007
AF818,2024-03-31,2024-03-31,0000007
AF1177,2024-03-31,2024-03-31,0000007
AF1212,2024-03-31,2024-03-31,0000007
AF1239,2024-03-31,2024-03-31,0000007
AF7313,2024-03-31,2024-03-31,0000007
AF377,2024-03-30,2024-03-30,0000060
AF565,2024-03-31,2024-03-31,0000007
KL1663,2024-03-31,2024-03-31,0000007
KL1028,2024-03-31,2024-03-31,0000007
KL1614,2024-03-31,2024-03-31,0000007
AF1384,2024-03-31,2024-03-31,0000007
DL1389,2024-03-31,2024-03-31,0000007
DL1069,2024-03-31,2024-03-31,0000007
DL2942,2024-03-31,2024-03-31,0000007
DL2942,2024-03-31,2024-03-31,0000007
AF809,2024-03-30,2024-03-30,0000060
AF411,2024-03-30,2024-03-30,0000060
AF1343,2024-03-31,2024-03-31,0000007
AF1439,2024-03-31,2024-03-31,0000007
AF1503,2024-03-31,2024-03-31,0000007
AF1615,2024-03-31,2024-03-31,0000007
AF1648,2024-03-31,2024-03-31,0000007
AF1695,2024-03-31,2024-03-31,0000007
AF1765,2024-03-31,2024-03-31,0000007
AF1815,2024-03-31,2024-03-31,0000007
AF1822,2024-03-31,2024-03-31,0000007
AF1823,2024-03-31,2024-03-31,0000007
AF1076,2024-03-31,2024-03-31,0000007
AF1296,2024-03-31,2024-03-31,0000007
AF1297,2024-03-31,2024-03-31,0000007
AF163,2024-03-31,2024-03-31,0000007
AF201,2024-04-01,2024-04-01,1000000
AF6233,2024-03-31,2024-03-31,0000007
AF6224,2024-03-31,2024-03-31,0000007
AF7570,2024-03-31,2024-03-31,0000007
AF7571,2024-03-31,2024-03-31,0000007
KL1613,2024-03-31,2024-03-31,0000007
DL1084,2024-03-31,2024-03-31,0000007
GF767,2024-03-31,2024-03-31,0000007
AF713,2024-03-31,2024-03-31,0000007
DL1143,2024-03-31,2024-03-31,0000007
KL1337,2024-03-31,2024-03-31,0000007
MK239,2024-03-31,2024-03-31,0000007
MK238,2024-03-31,2024-03-31,0000007
KL1228,2024-03-31,2024-03-31,0000007
KL1579,2024-03-31,2024-03-31,0000007
KL1573,2024-03-31,2024-03-31,0000007
KL1621,2024-03-31,2024-03-31,0000007
AF1238,2024-03-31,2024-03-31,0000007
AF1249,2024-03-31,2024-03-31,0000007
AF1248,2024-03-31,2024-03-31,0000007
DL1307,2024-03-31,2024-03-31,0000007
DL1307,2024-03-31,2024-03-31,0000007
DL670,2024-03-31,2024-03-31,0000007
AF1614,2024-03-31,2024-03-31,0000007
AF1723,2024-03-31,2024-03-31,0000007
KL1964,2024-03-31,2024-03-31,0000007
KL1583,2024-03-31,2024-03-31,0000007
DL2194,2024-03-31,2024-03-31,0000007
DL2194,2024-03-31,2024-03-31,0000007
AF6737,2024-03-31,2024-03-31,0000007
KL1066,2024-03-31,2024-03-31,0000007
KL1472,2024-03-31,2024-03-31,0000007
AF1229,2024-03-31,2024-03-31,0000007
AF1228,2024-03-31,2024-03-31,0000007
AF9393,2024-03-31,2024-03-31,0000007
AF9402,2024-03-31,2024-03-31,0000007
DL2199,2024-03-31,2024-03-31,0000007
DL2199,2024-03-31,2024-03-31,0000007
DL1143,2024-03-31,2024-03-31,0000007
KL696,2024-03-30,2024-03-30,0000060
KL676,2024-03-30,2024-03-30,0000060
KL686,2024-03-30,2024-03-30,0000060
DL2956,2024-03-31,2024-03-31,0000007
DL2956,2024-03-31,2024-03-31,0000007
AF9400,2024-03-31,2024-03-31,0000007
AF9433,2024-03-31,2024-03-31,0000007
AF7310,2024-03-31,2024-03-31,0000007
AF9448,2024-03-31,2024-03-31,0000007
AF1609,2024-03-31,2024-03-31,0000007
AF6102,2024-03-31,2024-03-31,0000007
KL862,2024-03-31,2024-03-31,0000007
AF6121,2024-03-31,2024-03-31,0000007
AF7564,2024-03-31,2024-03-31,0000007
AF7565,2024-03-31,2024-03-31,0000007
AF7590,2024-03-31,2024-03-31,0000007
AF7591,2024-03-31,2024-03-31,0000007
AF7469,2024-03-31,2024-03-31,0000007
KL1074,2024-03-31,2024-03-31,0000007
AF028,2024-03-31,2024-03-31,0000007
AF1601,2024-03-31,2024-03-31,0000007
AF1535,2024-03-31,2024-03-31,0000007
AF1734,2024-03-31,2024-03-31,0000007
DL266,2024-03-31,2024-03-31,0000007
AF7525,2024-03-31,2024-03-31,0000007
AF378,2024-03-31,2024-03-31,0000007
DL1239,2024-03-31,2024-03-31,0000007
AF137,2024-03-31,2024-03-31,0000007
DL773,2024-03-31,2024-03-31,0000007
DL707,2024-03-31,2024-03-31,0000007
PK203,2024-03-31,2024-03-31,0000007
CM115,2024-03-31,2024-03-31,0000007
CM839,2024-03-30,2024-03-30,0000060
CM871,2024-03-31,2024-03-31,0000007
MP8562,2024-03-31,2024-03-31,0000007
KL1474,2024-03-31,2024-03-31,0000007
KL1602,2024-03-31,2024-03-31,0000007
KL1928,2024-03-31,2024-03-31,0000007
KL1935,2024-03-31,2024-03-31,0000007
CM464,2024-03-31,2024-03-31,0000007
KL1201,2024-03-31,2024-03-31,0000007
KL1449,2024-03-31,2024-03-31,0000007
KL1362,2024-03-31,2024-03-31,0000007
KL1450,2024-03-31,2024-03-31,0000007
KL1202,2024-03-31,2024-03-31,0000007
AT765,2024-03-31,2024-03-31,0000007
AT771,2024-03-31,2024-03-31,0000007
G9549,2024-04-01,2024-04-01,1000000
G9513,2024-03-31,2024-03-31,0000007
KL1980,2024-03-31,2024-03-31,0000007
KL1282,2024-03-31,2024-03-31,0000007
KL1979,2024-03-31,2024-03-31,0000007
AF1148,2024-04-01,2024-04-05,1000500
AF1148,2024-04-02,2024-04-03,0230000
AF1149,2024-03-31,2024-04-06,0000067
AF1240,2024-03-31,2024-04-07,0000007
AF1262,2024-04-05,2024-04-05,0000500
KL1075,2024-04-07,2024-04-07,0000007
AF1149,2024-04-01,2024-04-05,1000500
AF1149,2024-04-04,2024-04-04,0004000
AF1728,2024-04-04,2024-04-04,0004000
AF7340,2024-04-12,2024-04-12,0000500
AF7304,2024-04-23,2024-04-23,0200000
AF1263,2024-04-05,2024-04-05,0000500
AF1240,2024-04-02,2024-04-02,0200000
AF1240,2024-04-03,2024-04-03,0030000
AF1240,2024-04-05,2024-04-05,0000500
AF1240,2024-04-06,2024-04-06,0000060
AF1241,2024-03-31,2024-04-07,0000007
AF1241,2024-04-02,2024-04-02,0200000
AF1241,2024-04-09,2024-04-23,0200000
AF1275,2024-03-31,2024-04-07,0000067
AF7304,2024-04-16,2024-04-16,0200000
AF1241,2024-04-03,2024-04-03,0030000
AF1275,2024-04-03,2024-04-03,0030000
AF1275,2024-04-01,2024-04-01,1000000
AF7304,2024-04-24,2024-04-24,0030000
AF1275,2024-04-04,2024-04-04,0004000
AF1329,2024-04-03,2024-04-03,0030000
AF1443,2024-04-01,2024-04-01,1000000
AF1443,2024-04-03,2024-04-03,0030000
AF1443,2024-04-07,2024-04-07,0000007
AF7304,2024-04-10,2024-04-17,0030000
AF1542,2024-04-07,2024-04-07,0000007
AF1543,2024-03-31,2024-04-06,0000067
AF1559,2024-04-02,2024-04-23,0200007
AF7304,2024-04-30,2024-04-30,0200000
AF1124,2024-04-10,2024-04-17,1034500
AF1124,2024-04-19,2024-04-26,1004500
AF1124,2024-04-23,2024-04-27,0200060
AF1124,2024-04-28,2024-04-28,0000007
AF1126,2024-04-08,2024-04-15,1000000
AF1125,2024-04-09,2024-04-09,0200000
AF1125,2024-04-06,2024-04-07,0000067
AF1149,2024-04-08,2024-04-08,1000000
AF1125,2024-04-08,2024-04-08,1000000
AF1125,2024-04-22,2024-04-28,1034007
AF1125,2024-04-17,2024-04-19,0030500
AF1125,2024-04-11,2024-04-18,1004500
AF1125,2024-04-13,2024-04-27,0200067
AF1125,2024-04-26,2024-04-26,0000500
AF1126,2024-04-10,2024-04-10,0030000
AF1126,2024-04-17,2024-04-17,0030000
AF1126,2024-04-12,2024-04-12,0000500
AF1149,2024-04-10,2024-04-17,0030000
AF1142,2024-04-03,2024-04-11,0034500
AF1126,2024-04-19,2024-04-19,0000500
AF1149,2024-04-11,2024-04-12,0004500
AF1127,2024-04-19,2024-04-19,0000500
AF1127,2024-04-22,2024-04-22,1000000
AF1149,2024-04-15,2024-04-26,1004500
AF1127,2024-04-26,2024-04-26,0000500
AF1149,2024-04-13,2024-04-16,0200067
AF1149,2024-04-09,2024-04-09,0200000
AF1149,2024-04-20,2024-04-21,0000067
AF1149,2024-04-24,2024-04-28,0030007
AF1142,2024-04-12,2024-04-26,0000500
AF1142,2024-04-14,2024-04-21,0000007
AF1142,2024-03-31,2024-04-13,0200067
AF1142,2024-04-16,2024-04-27,0200060
AF1560,2024-04-12,2024-04-12,0000500
AF031,2024-04-01,2024-04-26,1030507
AF031,2024-03-31,2024-04-06,0204067
AT770,2024-04-06,2024-04-06,0000060
CM193,2024-04-16,2024-04-16,0200000
AF1560,2024-04-19,2024-04-19,0000500
AF033,2024-03-31,2024-04-06,0204067
AF1088,2024-04-10,2024-04-25,0034000
AF033,2024-04-01,2024-04-03,1030000
AF1088,2024-04-13,2024-04-27,0000060
AF1088,2024-04-14,2024-04-23,0200007
AF1088,2024-04-15,2024-04-15,1000000
AF033,2024-04-05,2024-04-08,1000500
AF1561,2024-04-14,2024-04-28,0000007
AF1088,2024-04-19,2024-04-22,1000500
AF1088,2024-04-26,2024-04-26,0000500
AF1543,2024-04-14,2024-04-21,0000007
AF1088,2024-04-28,2024-04-28,0000007
AF1088,2024-04-29,2024-04-29,1000000
AF1088,2024-04-30,2024-04-30,0200000
AF570,2024-04-08,2024-04-24,1234567
AF963,2024-03-31,2024-04-07,0200007
AF963,2024-04-01,2024-04-06,1000560
AF963,2024-04-03,2024-04-04,0034000
AF963,2024-04-12,2024-04-27,0000560
AF1543,2024-04-16,2024-04-23,0200000
CM193,2024-04-02,2024-04-09,0200000
CM193,2024-04-18,2024-04-18,0004000
DL325,2024-04-01,2024-04-01,1000000
CM193,2024-04-20,2024-04-27,1000060
DL2430,2024-03-31,2024-04-07,1234567
CM193,2024-04-25,2024-04-25,0004000
CM193,2024-04-29,2024-04-29,1000000
CM108,2024-04-09,2024-04-09,0200000
DL2199,2024-04-01,2024-04-01,1000000
DL2199,2024-04-01,2024-04-01,1000000
CM108,2024-04-16,2024-04-16,0200000
CM464,2024-04-28,2024-04-28,0000007
CM129,2024-04-01,2024-04-01,1000000
AF1559,2024-04-04,2024-04-04,0004000
AF1559,2024-04-01,2024-04-03,1030000
AF1561,2024-04-12,2024-04-12,0000500
AF1143,2024-04-08,2024-04-15,1000000
AF1143,2024-04-12,2024-04-28,0000507
AF1142,2024-04-22,2024-04-22,1000000
AF1142,2024-04-17,2024-04-25,0034000
AF1143,2024-04-22,2024-04-22,1000000
AF1142,2024-04-28,2024-04-28,0000007
AF1148,2024-04-10,2024-04-17,0230067
AF1148,2024-04-11,2024-04-12,0004500
AF1148,2024-04-20,2024-04-21,0000067
DL1557,2024-04-07,2024-04-07,0000007
AF1178,2024-04-09,2024-04-23,0200500
DL561,2024-04-03,2024-04-07,0034007
DL1557,2024-03-31,2024-03-31,0000007
AF1175,2024-04-14,2024-04-28,0000007
AF1178,2024-04-26,2024-04-26,0000500
AF1179,2024-04-09,2024-04-23,0200500
DL561,2024-04-02,2024-04-08,1200500
AF1183,2024-04-14,2024-04-28,0000007
AF1205,2024-04-24,2024-04-24,0030000
AF1205,2024-04-25,2024-04-26,0004500
AF1179,2024-04-26,2024-04-26,0000500
AF1212,2024-04-10,2024-04-11,0034000
AF1212,2024-04-22,2024-04-22,1000000
AF1212,2024-04-14,2024-04-28,0000007
AF1213,2024-04-05,2024-04-05,0000500
AF1213,2024-04-09,2024-04-09,0200000
AF1213,2024-04-28,2024-04-28,0000007
AF1213,2024-04-10,2024-04-11,0034000
AF1213,2024-04-04,2024-04-04,0004000
AF1213,2024-04-14,2024-04-21,0000007
AF1212,2024-04-25,2024-04-25,0004000
AF1640,2024-04-06,2024-04-06,0000060
AF1578,2024-04-02,2024-04-02,0200000
AF7302,2024-04-20,2024-04-20,0000060
AF1561,2024-04-05,2024-04-05,0000500
AF1560,2024-04-05,2024-04-05,0000500
