AF1264;31/03/2024;31/03/2024;7
AF1348;31/03/2024;31/03/2024;7
AF1349;31/03/2024;31/03/2024;7
AF7304;31/03/2024;31/03/2024;7
AF7305;31/03/2024;31/03/2024;7
DL1718;31/03/2024;31/03/2024;7
AT764;31/03/2024;31/03/2024;7
AF1100;31/03/2024;31/03/2024;7
DL1718;31/03/2024;31/03/2024;7
KQ726;31/03/2024;31/03/2024;7
KQ706;31/03/2024;31/03/2024;7
G9519;31/03/2024;31/03/2024;7
G9515;31/03/2024;31/03/2024;7
SQ228;31/03/2024;31/03/2024;7
SQ232;31/03/2024;31/03/2024;7
AF481;30/03/2024;30/03/2024;6
AF932;31/03/2024;31/03/2024;7
AF768;31/03/2024;31/03/2024;7
AF931;31/03/2024;31/03/2024;7
AF769;31/03/2024;31/03/2024;7
KL1664;31/03/2024;31/03/2024;7
KL713;31/03/2024;31/03/2024;7
KL1266;31/03/2024;31/03/2024;7
KL1231;31/03/2024;31/03/2024;7
AF1213;31/03/2024;31/03/2024;7
KL1952;31/03/2024;31/03/2024;7
KL1418;31/03/2024;31/03/2024;7
KL1779;31/03/2024;31/03/2024;7
KL1359;31/03/2024;31/03/2024;7
KL714;31/03/2024;31/03/2024;7
AF099;30/03/2024;30/03/2024;6
AF095;30/03/2024;30/03/2024;6
KL1360;31/03/2024;31/03/2024;7
KL1925;31/03/2024;31/03/2024;7
KL1926;31/03/2024;31/03/2024;7
AF551;31/03/2024;31/03/2024;7
AF655;01/04/2024;01/04/2024;1
AF662;31/03/2024;31/03/2024;7
AF049;31/03/2024;31/03/2024;7
AF341;30/03/2024;30/03/2024;6
AT770;31/03/2024;31/03/2024;7
KL702;31/03/2024;31/03/2024;7
KL1155;31/03/2024;31/03/2024;7
KL1134;31/03/2024;31/03/2024;7
DL2502;31/03/2024;31/03/2024;7
DL2502;31/03/2024;31/03/2024;7
KL1232;31/03/2024;31/03/2024;7
DL680;31/03/2024;31/03/2024;7
CM384;31/03/2024;31/03/2024;7
AF813;31/03/2024;31/03/2024;7
AF814;31/03/2024;31/03/2024;7
DL712;31/03/2024;31/03/2024;7
DL668;31/03/2024;31/03/2024;7
DL668;31/03/2024;31/03/2024;7
DL669;31/03/2024;31/03/2024;7
DL669;31/03/2024;31/03/2024;7
AF625;31/03/2024;31/03/2024;7
DL088;31/03/2024;31/03/2024;7
DL2560;31/03/2024;31/03/2024;7
KL872;01/04/2024;01/04/2024;1
AM657;31/03/2024;31/03/2024;7
AM831;31/03/2024;31/03/2024;7
AM929;31/03/2024;31/03/2024;7
AM646;31/03/2024;31/03/2024;7
AM835;31/03/2024;31/03/2024;7
AM504;31/03/2024;31/03/2024;7
AM2533;31/03/2024;31/03/2024;7
AM2049;31/03/2024;31/03/2024;7
AM647;31/03/2024;31/03/2024;7
AM2635;31/03/2024;31/03/2024;7
AM939;31/03/2024;31/03/2024;7
KL741;31/03/2024;31/03/2024;7
KL1972;31/03/2024;31/03/2024;7
KL1190;31/03/2024;31/03/2024;7
DL325;31/03/2024;31/03/2024;7
AF959;30/03/2024;30/03/2024;6
KL1426;31/03/2024;31/03/2024;7
KL1254;31/03/2024;31/03/2024;7
AF9437;31/03/2024;31/03/2024;7
AF929;31/03/2024;31/03/2024;7
DL520;31/03/2024;31/03/2024;7
AF1534;31/03/2024;31/03/2024;7
AF1735;31/03/2024;31/03/2024;7
DL753;31/03/2024;31/03/2024;7
KL8120;31/03/2024;31/03/2024;7
KL1253;31/03/2024;31/03/2024;7
DL845;31/03/2024;31/03/2024;7
DL845;31/03/2024;31/03/2024;7
KL1180;31/03/2024;31/03/2024;7
KL1040;31/03/2024;31/03/2024;7
KL1310;31/03/2024;31/03/2024;7
DL966;31/03/2024;31/03/2024;7
VN787;31/03/2024;31/03/2024;7
DL2656;31/03/2024;31/03/2024;7
AF453;31/03/2024;31/03/2024;7
AF6111;31/03/2024;31/03/2024;7
DL2257;30/03/2024;30/03/2024;6
DL269;30/03/2024;30/03/2024;6
DL101;30/03/2024;30/03/2024;6
KL1708;31/03/2024;31/03/2024;7
AF1140;31/03/2024;31/03/2024;7
AF1125;31/03/2024;31/03/2024;7
AF1141;31/03/2024;31/03/2024;7
AF1749;31/03/2024;31/03/2024;7
AF1754;31/03/2024;31/03/2024;7
AF6214;31/03/2024;31/03/2024;7
KL926;31/03/2024;31/03/2024;7
AF179;30/03/2024;30/03/2024;6
KL922;31/03/2024;31/03/2024;7
AF6231;31/03/2024;31/03/2024;7
AF7400;31/03/2024;31/03/2024;7
AF7401;31/03/2024;31/03/2024;7
DL898;31/03/2024;31/03/2024;7
AF9418;31/03/2024;31/03/2024;7
AF9419;31/03/2024;31/03/2024;7
KL1440;31/03/2024;31/03/2024;7
AF253;31/03/2024;31/03/2024;7
AF136;31/03/2024;31/03/2024;7
KL672;31/03/2024;31/03/2024;7
KL693;31/03/2024;31/03/2024;7
KL876;31/03/2024;31/03/2024;7
KL622;30/03/2024;30/03/2024;6
DL842;31/03/2024;31/03/2024;7
AF7485;31/03/2024;31/03/2024;7
DL2656;31/03/2024;31/03/2024;7
DL767;31/03/2024;31/03/2024;7
KL1971;31/03/2024;31/03/2024;7
KL1942;31/03/2024;31/03/2024;7
KL1764;31/03/2024;31/03/2024;7
KL1184;31/03/2024;31/03/2024;7
DL856;31/03/2024;31/03/2024;7
DL856;31/03/2024;31/03/2024;7
CM879;31/03/2024;31/03/2024;7
KL1530;31/03/2024;31/03/2024;7
KL1580;31/03/2024;31/03/2024;7
AF1105;31/03/2024;31/03/2024;7
AF1746;31/03/2024;31/03/2024;7
AF7338;31/03/2024;31/03/2024;7
AF7339;31/03/2024;31/03/2024;7
AF1123;31/03/2024;31/03/2024;7
AY537;31/03/2024;31/03/2024;7
AF1174;31/03/2024;31/03/2024;7
AF687;30/03/2024;30/03/2024;6
AF564;31/03/2024;31/03/2024;7
AF935;01/04/2024;01/04/2024;1
AF181;31/03/2024;31/03/2024;7
MH148;31/03/2024;31/03/2024;7
AT761;31/03/2024;31/03/2024;7
AF007;30/03/2024;30/03/2024;6
DL996;31/03/2024;31/03/2024;7
AF1559;31/03/2024;31/03/2024;7
AF1005;31/03/2024;31/03/2024;7
AF1578;31/03/2024;31/03/2024;7
AF1579;31/03/2024;31/03/2024;7
AF1641;31/03/2024;31/03/2024;7
AF1814;31/03/2024;31/03/2024;7
AF1077;31/03/2024;31/03/2024;7
AF6230;31/03/2024;31/03/2024;7
AF423;30/03/2024;30/03/2024;6
CM108;31/03/2024;31/03/2024;7
KL888;31/03/2024;31/03/2024;7
AF1726;31/03/2024;31/03/2024;7
AF1738;31/03/2024;31/03/2024;7
AF1739;31/03/2024;31/03/2024;7
AF1755;31/03/2024;31/03/2024;7
AF6207;31/03/2024;31/03/2024;7
AF6001;31/03/2024;31/03/2024;7
AF6104;31/03/2024;31/03/2024;7
AF6202;31/03/2024;31/03/2024;7
AF6115;31/03/2024;31/03/2024;7
AF7461;31/03/2024;31/03/2024;7
DL501;31/03/2024;31/03/2024;7
AY535;31/03/2024;31/03/2024;7
AY322;31/03/2024;31/03/2024;7
DL671;31/03/2024;31/03/2024;7
DL671;31/03/2024;31/03/2024;7
AF1205;31/03/2024;31/03/2024;7
AF6222;31/03/2024;31/03/2024;7
AF6223;31/03/2024;31/03/2024;7
AF7460;31/03/2024;31/03/2024;7
DL516;31/03/2024;31/03/2024;7
AT760;31/03/2024;31/03/2024;7
DL036;30/03/2024;30/03/2024;6
DL742;31/03/2024;31/03/2024;7
AF659;31/03/2024;31/03/2024;7
DL670;31/03/2024;31/03/2024;7
AF191;01/04/2024;01/04/2024;1
KL1844;31/03/2024;31/03/2024;7
KL1843;31/03/2024;31/03/2024;7
DL301;31/03/2024;31/03/2024;7
AF1427;31/03/2024;31/03/2024;7
AF1747;31/03/2024;31/03/2024;7
AF1748;31/03/2024;31/03/2024;7
AF475;30/03/2024;30/03/2024;6
AF7367;31/03/2024;31/03/2024;7
AF7366;31/03/2024;31/03/2024;7
KL1570;31/03/2024;31/03/2024;7
AF1115;31/03/2024;31/03/2024;7
AF1101;31/03/2024;31/03/2024;7
KL1162;31/03/2024;31/03/2024;7
KL1982;31/03/2024;31/03/2024;7
KL1628;31/03/2024;31/03/2024;7
AF7436;31/03/2024;31/03/2024;7
AF7467;31/03/2024;31/03/2024;7
KL1328;31/03/2024;31/03/2024;7
KL1336;31/03/2024;31/03/2024;7
KL1448;31/03/2024;31/03/2024;7
KL1126;31/03/2024;31/03/2024;7
DL1585;31/03/2024;31/03/2024;7
DL1585;31/03/2024;31/03/2024;7
AF401;31/03/2024;31/03/2024;7
KL1372;31/03/2024;31/03/2024;7
AF406;31/03/2024;31/03/2024;7
AF1179;31/03/2024;31/03/2024;7
AF194;31/03/2024;31/03/2024;7
DL074;30/03/2024;30/03/2024;6
AF1063;31/03/2024;31/03/2024;7
AF1062;31/03/2024;31/03/2024;7
AF1178;31/03/2024;31/03/2024;7
KL1196;31/03/2024;31/03/2024;7
DL546;30/03/2024;30/03/2024;6
LY319;31/03/2024;31/03/2024;7
DL352;31/03/2024;31/03/2024;7
AF1146;31/03/2024;31/03/2024;7
AF1107;31/03/2024;31/03/2024;7
AF1265;31/03/2024;31/03/2024;7
AF1600;31/03/2024;31/03/2024;7
AF1104;31/03/2024;31/03/2024;7
AF1130;31/03/2024;31/03/2024;7
AF7466;31/03/2024;31/03/2024;7
AF347;31/03/2024;31/03/2024;7
DL1682;31/03/2024;31/03/2024;7
DL1682;31/03/2024;31/03/2024;7
AF069;30/03/2024;30/03/2024;6
AY539;31/03/2024;31/03/2024;7
DL738;31/03/2024;31/03/2024;7
KL1290;31/03/2024;31/03/2024;7
KL1760;31/03/2024;31/03/2024;7
AF818;31/03/2024;31/03/2024;7
AF818;31/03/2024;31/03/2024;7
AF1177;31/03/2024;31/03/2024;7
AF1212;31/03/2024;31/03/2024;7
AF1239;31/03/2024;31/03/2024;7
AF7313;31/03/2024;31/03/2024;7
AF377;30/03/2024;30/03/2024;6
AF565;31/03/2024;31/03/2024;7
KL1663;31/03/2024;31/03/2024;7
KL1028;31/03/2024;31/03/2024;7
KL1614;31/03/2024;31/03/2024;7
AF1384;31/03/2024;31/03/2024;7
DL1389;31/03/2024;31/03/2024;7
DL1069;31/03/2024;31/03/2024;7
DL2942;31/03/2024;31/03/2024;7
DL2942;31/03/2024;31/03/2024;7
AF809;30/03/2024;30/03/2024;6
AF411;30/03/2024;30/03/2024;6
AF1343;31/03/2024;31/03/2024;7
AF1439;31/03/2024;31/03/2024;7
AF1503;31/03/2024;31/03/2024;7
AF1615;31/03/2024;31/03/2024;7
AF1648;31/03/2024;31/03/2024;7
AF1695;31/03/2024;31/03/2024;7
AF1765;31/03/2024;31/03/2024;7
AF1815;31/03/2024;31/03/2024;7
AF1822;31/03/2024;31/03/2024;7
AF1823;31/03/2024;31/03/2024;7
AF1076;31/03/2024;31/03/2024;7
AF1296;31/03/2024;31/03/2024;7
AF1297;31/03/2024;31/03/2024;7
AF163;31/03/2024;31/03/2024;7
AF201;01/04/2024;01/04/2024;1
AF6233;31/03/2024;31/03/2024;7
AF6224;31/03/2024;31/03/2024;7
AF7570;31/03/2024;31/03/2024;7
AF7571;31/03/2024;31/03/2024;7
KL1613;31/03/2024;31/03/2024;7
DL1084;31/03/2024;31/03/2024;7
GF767;31/03/2024;31/03/2024;7
AF713;31/03/2024;31/03/2024;7
DL1143;31/03/2024;31/03/2024;7
KL1337;31/03/2024;31/03/2024;7
MK239;31/03/2024;31/03/2024;7
MK238;31/03/2024;31/03/2024;7
KL1228;31/03/2024;31/03/2024;7
KL1579;31/03/2024;31/03/2024;7
KL1573;31/03/2024;31/03/2024;7
KL1621;31/03/2024;31/03/2024;7
AF1238;31/03/2024;31/03/2024;7
AF1249;31/03/2024;31/03/2024;7
AF1248;31/03/2024;31/03/2024;7
DL1307;31/03/2024;31/03/2024;7
DL1307;31/03/2024;31/03/2024;7
DL670;31/03/2024;31/03/2024;7
AF1614;31/03/2024;31/03/2024;7
AF1723;31/03/2024;31/03/2024;7
KL1964;31/03/2024;31/03/2024;7
KL1583;31/03/2024;31/03/2024;7
DL2194;31/03/2024;31/03/2024;7
DL2194;31/03/2024;31/03/2024;7
AF6737;31/03/2024;31/03/2024;7
KL1066;31/03/2024;31/03/2024;7
KL1472;31/03/2024;31/03/2024;7
AF1229;31/03/2024;31/03/2024;7
AF1228;31/03/2024;31/03/2024;7
AF9393;31/03/2024;31/03/2024;7
AF9402;31/03/2024;31/03/2024;7
DL2199;31/03/2024;31/03/2024;7
DL2199;31/03/2024;31/03/2024;7
DL1143;31/03/2024;31/03/2024;7
KL696;30/03/2024;30/03/2024;6
KL676;30/03/2024;30/03/2024;6
KL686;30/03/2024;30/03/2024;6
DL2956;31/03/2024;31/03/2024;7
DL2956;31/03/2024;31/03/2024;7
AF9400;31/03/2024;31/03/2024;7
AF9433;31/03/2024;31/03/2024;7
AF7310;31/03/2024;31/03/2024;7
AF9448;31/03/2024;31/03/2024;7
AF1609;31/03/2024;31/03/2024;7
AF6102;31/03/2024;31/03/2024;7
KL862;31/03/2024;31/03/2024;7
AF6121;31/03/2024;31/03/2024;7
AF7564;31/03/2024;31/03/2024;7
AF7565;31/03/2024;31/03/2024;7
AF7590;31/03/2024;31/03/2024;7
AF7591;31/03/2024;31/03/2024;7
AF7469;31/03/2024;31/03/2024;7
KL1074;31/03/2024;31/03/2024;7
AF028;31/03/2024;31/03/2024;7
AF1601;31/03/2024;31/03/2024;7
AF1535;31/03/2024;31/03/2024;7
AF1734;31/03/2024;31/03/2024;7
DL266;31/03/2024;31/03/2024;7
AF7525;31/03/2024;31/03/2024;7
AF378;31/03/2024;31/03/2024;7
DL1239;31/03/2024;31/03/2024;7
AF137;31/03/2024;31/03/2024;7
DL773;31/03/2024;31/03/2024;7
DL707;31/03/2024;31/03/2024;7
PK203;31/03/2024;31/03/2024;7
CM115;31/03/2024;31/03/2024;7
CM839;30/03/2024;30/03/2024;6
CM871;31/03/2024;31/03/2024;7
MP8562;31/03/2024;31/03/2024;7
KL1474;31/03/2024;31/03/2024;7
KL1602;31/03/2024;31/03/2024;7
KL1928;31/03/2024;31/03/2024;7
KL1935;31/03/2024;31/03/2024;7
CM464;31/03/2024;31/03/2024;7
KL1201;31/03/2024;31/03/2024;7
KL1449;31/03/2024;31/03/2024;7
KL1362;31/03/2024;31/03/2024;7
KL1450;31/03/2024;31/03/2024;7
KL1202;31/03/2024;31/03/2024;7
AT765;31/03/2024;31/03/2024;7
AT771;31/03/2024;31/03/2024;7
G9549;01/04/2024;01/04/2024;1
G9513;31/03/2024;31/03/2024;7
KL1980;31/03/2024;31/03/2024;7
KL1282;31/03/2024;31/03/2024;7
KL1979;31/03/2024;31/03/2024;7
AF1148;01/04/2024;05/04/2024;15
AF1148;02/04/2024;03/04/2024;23
AF1149;31/03/2024;06/04/2024;67
AF1240;31/03/2024;07/04/2024;7
AF1262;05/04/2024;05/04/2024;5
KL1075;07/04/2024;07/04/2024;7
AF1149;01/04/2024;05/04/2024;15
AF1149;04/04/2024;04/04/2024;4
AF1728;04/04/2024;04/04/2024;4
AF7340;12/04/2024;12/04/2024;5
AF7304;23/04/2024;23/04/2024;2
AF1263;05/04/2024;05/04/2024;5
AF1240;02/04/2024;02/04/2024;2
AF1240;03/04/2024;03/04/2024;3
AF1240;05/04/2024;05/04/2024;5
AF1240;06/04/2024;06/04/2024;6
AF1241;31/03/2024;07/04/2024;7
AF1241;02/04/2024;02/04/2024;2
AF1241;09/04/2024;23/04/2024;2
AF1275;31/03/2024;07/04/2024;67
AF7304;16/04/2024;16/04/2024;2
AF1241;03/04/2024;03/04/2024;3
AF1275;03/04/2024;03/04/2024;3
AF1275;01/04/2024;01/04/2024;1
AF7304;24/04/2024;24/04/2024;3
AF1275;04/04/2024;04/04/2024;4
AF1329;03/04/2024;03/04/2024;3
AF1443;01/04/2024;01/04/2024;1
AF1443;03/04/2024;03/04/2024;3
AF1443;07/04/2024;07/04/2024;7
AF7304;10/04/2024;17/04/2024;3
AF1542;07/04/2024;07/04/2024;7
AF1543;31/03/2024;06/04/2024;67
AF1559;02/04/2024;23/04/2024;27
AF7304;30/04/2024;30/04/2024;2
AF1124;10/04/2024;17/04/2024;1345
AF1124;19/04/2024;26/04/2024;145
AF1124;23/04/2024;27/04/2024;26
AF1124;28/04/2024;28/04/2024;7
AF1126;08/04/2024;15/04/2024;1
AF1125;09/04/2024;09/04/2024;2
AF1125;06/04/2024;07/04/2024;67
AF1149;08/04/2024;08/04/2024;1
AF1125;08/04/2024;08/04/2024;1
AF1125;22/04/2024;28/04/2024;1347
AF1125;17/04/2024;19/04/2024;35
AF1125;11/04/2024;18/04/2024;145
AF1125;13/04/2024;27/04/2024;267
AF1125;26/04/2024;26/04/2024;5
AF1126;10/04/2024;10/04/2024;3
AF1126;17/04/2024;17/04/2024;3
AF1126;12/04/2024;12/04/2024;5
AF1149;10/04/2024;17/04/2024;3
AF1142;03/04/2024;11/04/2024;345
AF1126;19/04/2024;19/04/2024;5
AF1149;11/04/2024;12/04/2024;45
AF1127;19/04/2024;19/04/2024;5
AF1127;22/04/2024;22/04/2024;1
AF1149;15/04/2024;26/04/2024;145
AF1127;26/04/2024;26/04/2024;5
AF1149;13/04/2024;16/04/2024;267
AF1149;09/04/2024;09/04/2024;2
AF1149;20/04/2024;21/04/2024;67
AF1149;24/04/2024;28/04/2024;37
AF1142;12/04/2024;26/04/2024;5
AF1142;14/04/2024;21/04/2024;7
AF1142;31/03/2024;13/04/2024;267
AF1142;16/04/2024;27/04/2024;26
AF1560;12/04/2024;12/04/2024;5
AF031;01/04/2024;26/04/2024;1357
AF031;31/03/2024;06/04/2024;2467
AT770;06/04/2024;06/04/2024;6
CM193;16/04/2024;16/04/2024;2
AF1560;19/04/2024;19/04/2024;5
AF033;31/03/2024;06/04/2024;2467
AF1088;10/04/2024;25/04/2024;34
AF033;01/04/2024;03/04/2024;13
AF1088;13/04/2024;27/04/2024;6
AF1088;14/04/2024;23/04/2024;27
AF1088;15/04/2024;15/04/2024;1
AF033;05/04/2024;08/04/2024;15
AF1561;14/04/2024;28/04/2024;7
AF1088;19/04/2024;22/04/2024;15
AF1088;26/04/2024;26/04/2024;5
AF1543;14/04/2024;21/04/2024;7
AF1088;28/04/2024;28/04/2024;7
AF1088;29/04/2024;29/04/2024;1
AF1088;30/04/2024;30/04/2024;2
AF570;08/04/2024;24/04/2024;1234567
AF963;31/03/2024;07/04/2024;27
AF963;01/04/2024;06/04/2024;156
AF963;03/04/2024;04/04/2024;34
AF963;12/04/2024;27/04/2024;56
AF1543;16/04/2024;23/04/2024;2
CM193;02/04/2024;09/04/2024;2
CM193;18/04/2024;18/04/2024;4
DL325;01/04/2024;01/04/2024;1
CM193;20/04/2024;27/04/2024;16
DL2430;31/03/2024;07/04/2024;1234567
CM193;25/04/2024;25/04/2024;4
CM193;29/04/2024;29/04/2024;1
CM108;09/04/2024;09/04/2024;2
DL2199;01/04/2024;01/04/2024;1
DL2199;01/04/2024;01/04/2024;1
CM108;16/04/2024;16/04/2024;2
CM464;28/04/2024;28/04/2024;7
CM129;01/04/2024;01/04/2024;1
AF1559;04/04/2024;04/04/2024;4
AF1559;01/04/2024;03/04/2024;13
AF1561;12/04/2024;12/04/2024;5
AF1143;08/04/2024;15/04/2024;1
AF1143;12/04/2024;28/04/2024;57
AF1142;22/04/2024;22/04/2024;1
AF1142;17/04/2024;25/04/2024;34
AF1143;22/04/2024;22/04/2024;1
AF1142;28/04/2024;28/04/2024;7
AF1148;10/04/2024;17/04/2024;2367
AF1148;11/04/2024;12/04/2024;45
AF1148;20/04/2024;21/04/2024;67
DL1557;07/04/2024;07/04/2024;7
AF1178;09/04/2024;23/04/2024;25
DL561;03/04/2024;07/04/2024;347
DL1557;31/03/2024;31/03/2024;7
AF1175;14/04/2024;28/04/2024;7
AF1178;26/04/2024;26/04/2024;5
AF1179;09/04/2024;23/04/2024;25
DL561;02/04/2024;08/04/2024;125
AF1183;14/04/2024;28/04/2024;7
AF1205;24/04/2024;24/04/2024;3
AF1205;25/04/2024;26/04/2024;45
AF1179;26/04/2024;26/04/2024;5
AF1212;10/04/2024;11/04/2024;34
AF1212;22/04/2024;22/04/2024;1
AF1212;14/04/2024;28/04/2024;7
AF1213;05/04/2024;05/04/2024;5
AF1213;09/04/2024;09/04/2024;2
AF1213;28/04/2024;28/04/2024;7
AF1213;10/04/2024;11/04/2024;34
AF1213;04/04/2024;04/04/2024;4
AF1213;14/04/2024;21/04/2024;7
AF1212;25/04/2024;25/04/2024;4
AF1640;06/04/2024;06/04/2024;6
AF1578;02/04/2024;02/04/2024;2
AF7302;20/04/2024;20/04/2024;6
AF1561;05/04/2024;05/04/2024;5
AF1560;05/04/2024;05/04/2024;5
AF1641;02/04/2024;05/04/2024;25
AF1582;03/04/2024;03/04/2024;3
AF1641;03/04/2024;03/04/2024;3
AF1739;01/04/2024;01/04/2024;1
AF1739;05/04/2024;05/04/2024;5
AF1740;31/03/2024;01/04/2024;17
AF1740;03/04/2024;03/04/2024;3
AF7302;27/04/2024;27/04/2024;6
AF7305;07/04/2024;07/04/2024;7
AF7305;03/04/2024;03/04/2024;3
AF1811;31/03/2024;07/04/2024;57
AF1823;05/04/2024;05/04/2024;5
AF1750;31/03/2024;02/04/2024;27
KL954;13/04/2024;13/04/2024;6
AF7305;02/04/2024;05/04/2024;245
AF1823;04/04/2024;04/04/2024;4
AF1831;31/03/2024;07/04/2024;7
AF1831;14/04/2024;21/04/2024;7
AF1831;01/04/2024;05/04/2024;145
AF7305;11/04/2024;14/04/2024;47
AF1833;05/04/2024;06/04/2024;56
AF1833;02/04/2024;02/04/2024;2
AF1835;31/03/2024;06/04/2024;67
AF1835;01/04/2024;01/04/2024;1
AF1839;01/04/2024;01/04/2024;1
AF1838;01/04/2024;01/04/2024;1
AF1835;04/04/2024;04/04/2024;4
AF1835;07/04/2024;07/04/2024;7
AF1077;01/04/2024;01/04/2024;1
AF1077;03/04/2024;05/04/2024;35
AF1224;18/04/2024;24/04/2024;34
AF1224;27/04/2024;27/04/2024;6
AF1437;06/04/2024;06/04/2024;6
AF1213;19/04/2024;26/04/2024;5
AF1213;12/04/2024;15/04/2024;15
AF1213;25/04/2024;25/04/2024;4
AF1213;22/04/2024;22/04/2024;1
AF1437;08/04/2024;12/04/2024;15
AF1230;24/04/2024;24/04/2024;3
AF1437;10/04/2024;10/04/2024;3
AF1437;25/04/2024;25/04/2024;4
AF1225;18/04/2024;24/04/2024;34
AF1230;09/04/2024;09/04/2024;2
AF1230;02/04/2024;06/04/2024;26
AF1240;11/04/2024;18/04/2024;4
AF1230;15/04/2024;15/04/2024;1
AF1230;17/04/2024;22/04/2024;135
AF1225;27/04/2024;27/04/2024;6
AF1230;08/04/2024;10/04/2024;13
AF1230;26/04/2024;26/04/2024;5
AF1440;10/04/2024;12/04/2024;35
AF1230;27/04/2024;27/04/2024;6
AF1230;13/04/2024;23/04/2024;26
AF1440;01/04/2024;08/04/2024;135
AF1241;11/04/2024;18/04/2024;4
AF1440;22/04/2024;22/04/2024;1
AF1240;12/04/2024;26/04/2024;5
AF1240;13/04/2024;27/04/2024;67
